,county,station,temp
14249,Galway,ATHENRY,5.7
14250,Galway,ATHENRY,5.5
14251,Galway,ATHENRY,5.5
14252,Galway,ATHENRY,5.8
14253,Galway,ATHENRY,6.4
14254,Galway,ATHENRY,6.6
14255,Galway,ATHENRY,7.0
14256,Galway,ATHENRY,6.9
14257,Galway,ATHENRY,7.1
14258,Galway,ATHENRY,7.3
14259,Galway,ATHENRY,7.3
14260,Galway,ATHENRY,7.1
14261,Galway,ATHENRY,7.4
14262,Galway,ATHENRY,7.4
14263,Galway,ATHENRY,7.4
14264,Galway,ATHENRY,7.7
14265,Galway,ATHENRY,7.9
14266,Galway,ATHENRY,8.8
14267,Galway,ATHENRY,9.0
14268,Galway,ATHENRY,8.4
14269,Galway,ATHENRY,8.3
14270,Galway,ATHENRY,8.2
14271,Galway,ATHENRY,8.6
14272,Galway,ATHENRY,8.6
14273,Galway,ATHENRY,8.3
14274,Galway,ATHENRY,8.1
14275,Galway,ATHENRY,8.3
14276,Galway,ATHENRY,8.0
14277,Galway,ATHENRY,8.3
14278,Galway,ATHENRY,8.1
14279,Galway,ATHENRY,8.1
14280,Galway,ATHENRY,8.1
14281,Galway,ATHENRY,7.8
14282,Galway,ATHENRY,7.6
14283,Galway,ATHENRY,7.1
14284,Galway,ATHENRY,6.6
14285,Galway,ATHENRY,6.3
14286,Galway,ATHENRY,6.0
14287,Galway,ATHENRY,5.0
14288,Galway,ATHENRY,4.7
14289,Galway,ATHENRY,5.3
14290,Galway,ATHENRY,6.1
14291,Galway,ATHENRY,6.6
14292,Galway,ATHENRY,6.6
14293,Galway,ATHENRY,6.9
14294,Galway,ATHENRY,7.0
14295,Galway,ATHENRY,6.7
14296,Galway,ATHENRY,6.1
14297,Galway,ATHENRY,5.5
14298,Galway,ATHENRY,5.5
14299,Galway,ATHENRY,5.4
14300,Galway,ATHENRY,5.6
14301,Galway,ATHENRY,5.8
14302,Galway,ATHENRY,5.7
14303,Galway,ATHENRY,5.8
14304,Galway,ATHENRY,5.6
14305,Galway,ATHENRY,5.4
14306,Galway,ATHENRY,4.5
14307,Galway,ATHENRY,4.0
14308,Galway,ATHENRY,3.8
14309,Galway,ATHENRY,3.8
14310,Galway,ATHENRY,3.6
14311,Galway,ATHENRY,3.7
14312,Galway,ATHENRY,3.8
14313,Galway,ATHENRY,4.0
14314,Galway,ATHENRY,4.5
14315,Galway,ATHENRY,4.8
14316,Galway,ATHENRY,5.0
14317,Galway,ATHENRY,5.2
14318,Galway,ATHENRY,5.4
14319,Galway,ATHENRY,5.5
14320,Galway,ATHENRY,5.3
14321,Galway,ATHENRY,4.9
14322,Galway,ATHENRY,4.6
14323,Galway,ATHENRY,4.1
14324,Galway,ATHENRY,4.1
14325,Galway,ATHENRY,4.1
14326,Galway,ATHENRY,3.9
14327,Galway,ATHENRY,3.5
14328,Galway,ATHENRY,3.1
14329,Galway,ATHENRY,1.7
14330,Galway,ATHENRY,2.8
14331,Galway,ATHENRY,3.2
14332,Galway,ATHENRY,3.5
14333,Galway,ATHENRY,3.4
14334,Galway,ATHENRY,3.3
14335,Galway,ATHENRY,3.4
14336,Galway,ATHENRY,3.7
14337,Galway,ATHENRY,4.3
14338,Galway,ATHENRY,5.0
14339,Galway,ATHENRY,5.8
14340,Galway,ATHENRY,6.6
14341,Galway,ATHENRY,7.2
14342,Galway,ATHENRY,7.4
14343,Galway,ATHENRY,5.3
14344,Galway,ATHENRY,4.9
14345,Galway,ATHENRY,4.5
14346,Galway,ATHENRY,4.3
14347,Galway,ATHENRY,4.5
14348,Galway,ATHENRY,4.7
14349,Galway,ATHENRY,4.6
14350,Galway,ATHENRY,4.6
14351,Galway,ATHENRY,4.8
14352,Galway,ATHENRY,5.0
14353,Galway,ATHENRY,5.5
14354,Galway,ATHENRY,6.0
14355,Galway,ATHENRY,6.2
14356,Galway,ATHENRY,6.6
14357,Galway,ATHENRY,6.8
14358,Galway,ATHENRY,7.2
14359,Galway,ATHENRY,7.7
14360,Galway,ATHENRY,8.9
14361,Galway,ATHENRY,10.2
14362,Galway,ATHENRY,10.4
14363,Galway,ATHENRY,10.6
14364,Galway,ATHENRY,10.9
14365,Galway,ATHENRY,10.7
14366,Galway,ATHENRY,10.7
14367,Galway,ATHENRY,10.5
14368,Galway,ATHENRY,9.8
14369,Galway,ATHENRY,9.6
14370,Galway,ATHENRY,9.5
14371,Galway,ATHENRY,9.1
14372,Galway,ATHENRY,8.4
14373,Galway,ATHENRY,7.7
14374,Galway,ATHENRY,7.0
14375,Galway,ATHENRY,7.2
14376,Galway,ATHENRY,6.1
14377,Galway,ATHENRY,6.4
14378,Galway,ATHENRY,5.7
14379,Galway,ATHENRY,6.0
14380,Galway,ATHENRY,6.5
14381,Galway,ATHENRY,6.7
14382,Galway,ATHENRY,6.1
14383,Galway,ATHENRY,5.7
14384,Galway,ATHENRY,6.1
14385,Galway,ATHENRY,7.8
14386,Galway,ATHENRY,9.1
14387,Galway,ATHENRY,9.5
14388,Galway,ATHENRY,9.0
14389,Galway,ATHENRY,9.6
14390,Galway,ATHENRY,9.6
14391,Galway,ATHENRY,8.9
14392,Galway,ATHENRY,8.5
14393,Galway,ATHENRY,6.7
14394,Galway,ATHENRY,5.3
14395,Galway,ATHENRY,4.4
14396,Galway,ATHENRY,3.3
14397,Galway,ATHENRY,3.1
14398,Galway,ATHENRY,3.4
14399,Galway,ATHENRY,2.2
14400,Galway,ATHENRY,2.6
14401,Galway,ATHENRY,2.7
14402,Galway,ATHENRY,1.5
14403,Galway,ATHENRY,0.3
14404,Galway,ATHENRY,2.0
14405,Galway,ATHENRY,3.3
14406,Galway,ATHENRY,2.6
14407,Galway,ATHENRY,3.5
14408,Galway,ATHENRY,4.4
14409,Galway,ATHENRY,5.4
14410,Galway,ATHENRY,6.3
14411,Galway,ATHENRY,7.5
14412,Galway,ATHENRY,9.4
14413,Galway,ATHENRY,8.6
14414,Galway,ATHENRY,9.2
14415,Galway,ATHENRY,8.7
14416,Galway,ATHENRY,8.4
14417,Galway,ATHENRY,8.1
14418,Galway,ATHENRY,8.2
14419,Galway,ATHENRY,7.7
14420,Galway,ATHENRY,7.4
14421,Galway,ATHENRY,7.7
14422,Galway,ATHENRY,7.4
14423,Galway,ATHENRY,7.8
14424,Galway,ATHENRY,7.9
14425,Galway,ATHENRY,7.8
14426,Galway,ATHENRY,7.8
14427,Galway,ATHENRY,8.0
14428,Galway,ATHENRY,8.5
14429,Galway,ATHENRY,8.6
14430,Galway,ATHENRY,8.6
14431,Galway,ATHENRY,8.2
14432,Galway,ATHENRY,9.9
14433,Galway,ATHENRY,10.5
14434,Galway,ATHENRY,10.7
14435,Galway,ATHENRY,11.0
14436,Galway,ATHENRY,11.1
14437,Galway,ATHENRY,11.2
14438,Galway,ATHENRY,10.4
14439,Galway,ATHENRY,10.4
14440,Galway,ATHENRY,9.9
14441,Galway,ATHENRY,9.7
14442,Galway,ATHENRY,9.0
14443,Galway,ATHENRY,8.9
14444,Galway,ATHENRY,9.2
14445,Galway,ATHENRY,9.2
14446,Galway,ATHENRY,9.2
14447,Galway,ATHENRY,9.4
14448,Galway,ATHENRY,9.6
14449,Galway,ATHENRY,9.4
14450,Galway,ATHENRY,9.4
14451,Galway,ATHENRY,9.2
14452,Galway,ATHENRY,9.1
14453,Galway,ATHENRY,8.8
14454,Galway,ATHENRY,8.6
14455,Galway,ATHENRY,8.6
14456,Galway,ATHENRY,8.7
14457,Galway,ATHENRY,8.9
14458,Galway,ATHENRY,9.3
14459,Galway,ATHENRY,10.3
14460,Galway,ATHENRY,10.4
14461,Galway,ATHENRY,11.2
14462,Galway,ATHENRY,10.2
14463,Galway,ATHENRY,9.1
14464,Galway,ATHENRY,8.6
14465,Galway,ATHENRY,7.5
14466,Galway,ATHENRY,6.7
14467,Galway,ATHENRY,6.6
14468,Galway,ATHENRY,6.5
14469,Galway,ATHENRY,6.1
14470,Galway,ATHENRY,5.6
14471,Galway,ATHENRY,5.2
14472,Galway,ATHENRY,4.6
14473,Galway,ATHENRY,4.9
14474,Galway,ATHENRY,4.3
14475,Galway,ATHENRY,4.4
14476,Galway,ATHENRY,3.7
14477,Galway,ATHENRY,3.7
14478,Galway,ATHENRY,3.9
14479,Galway,ATHENRY,5.0
14480,Galway,ATHENRY,5.5
14481,Galway,ATHENRY,6.2
14482,Galway,ATHENRY,7.3
14483,Galway,ATHENRY,8.4
14484,Galway,ATHENRY,8.9
14485,Galway,ATHENRY,9.3
14486,Galway,ATHENRY,8.2
14487,Galway,ATHENRY,8.0
14488,Galway,ATHENRY,7.9
14489,Galway,ATHENRY,7.6
14490,Galway,ATHENRY,7.3
14491,Galway,ATHENRY,7.1
14492,Galway,ATHENRY,7.1
14493,Galway,ATHENRY,7.1
14494,Galway,ATHENRY,7.1
14495,Galway,ATHENRY,7.2
14496,Galway,ATHENRY,7.2
14497,Galway,ATHENRY,7.0
14498,Galway,ATHENRY,6.9
14499,Galway,ATHENRY,6.9
14500,Galway,ATHENRY,6.6
14501,Galway,ATHENRY,6.9
14502,Galway,ATHENRY,6.7
14503,Galway,ATHENRY,6.6
14504,Galway,ATHENRY,6.7
14505,Galway,ATHENRY,7.3
14506,Galway,ATHENRY,7.8
14507,Galway,ATHENRY,7.1
14508,Galway,ATHENRY,8.5
14509,Galway,ATHENRY,9.0
14510,Galway,ATHENRY,9.2
14511,Galway,ATHENRY,9.3
14512,Galway,ATHENRY,8.7
14513,Galway,ATHENRY,7.0
14514,Galway,ATHENRY,5.7
14515,Galway,ATHENRY,4.8
14516,Galway,ATHENRY,3.9
14517,Galway,ATHENRY,2.9
14518,Galway,ATHENRY,2.5
14519,Galway,ATHENRY,1.9
14520,Galway,ATHENRY,2.1
14521,Galway,ATHENRY,1.1
14522,Galway,ATHENRY,0.7
14523,Galway,ATHENRY,1.2
14524,Galway,ATHENRY,0.2
14525,Galway,ATHENRY,-0.3
14526,Galway,ATHENRY,-0.3
14527,Galway,ATHENRY,-0.1
14528,Galway,ATHENRY,1.4
14529,Galway,ATHENRY,3.6
14530,Galway,ATHENRY,5.7
14531,Galway,ATHENRY,8.2
14532,Galway,ATHENRY,7.7
14533,Galway,ATHENRY,7.8
14534,Galway,ATHENRY,8.3
14535,Galway,ATHENRY,8.1
14536,Galway,ATHENRY,6.8
14537,Galway,ATHENRY,5.9
14538,Galway,ATHENRY,5.6
14539,Galway,ATHENRY,5.4
14540,Galway,ATHENRY,5.3
14541,Galway,ATHENRY,5.1
14542,Galway,ATHENRY,5.3
14543,Galway,ATHENRY,5.5
14544,Galway,ATHENRY,5.8
14545,Galway,ATHENRY,5.6
14546,Galway,ATHENRY,4.9
14547,Galway,ATHENRY,4.4
14548,Galway,ATHENRY,4.0
14549,Galway,ATHENRY,3.8
14550,Galway,ATHENRY,3.5
14551,Galway,ATHENRY,3.5
14552,Galway,ATHENRY,3.3
14553,Galway,ATHENRY,3.4
14554,Galway,ATHENRY,3.7
14555,Galway,ATHENRY,3.8
14556,Galway,ATHENRY,3.7
14557,Galway,ATHENRY,3.5
14558,Galway,ATHENRY,3.3
14559,Galway,ATHENRY,3.2
14560,Galway,ATHENRY,3.0
14561,Galway,ATHENRY,2.8
14562,Galway,ATHENRY,2.6
14563,Galway,ATHENRY,2.3
14564,Galway,ATHENRY,1.6
14565,Galway,ATHENRY,1.6
14566,Galway,ATHENRY,1.4
14567,Galway,ATHENRY,1.7
14568,Galway,ATHENRY,1.4
14569,Galway,ATHENRY,0.6
14570,Galway,ATHENRY,0.4
14571,Galway,ATHENRY,0.1
14572,Galway,ATHENRY,-0.1
14573,Galway,ATHENRY,0.1
14574,Galway,ATHENRY,0.2
14575,Galway,ATHENRY,-0.0
14576,Galway,ATHENRY,0.7
14577,Galway,ATHENRY,1.1
14578,Galway,ATHENRY,1.3
14579,Galway,ATHENRY,1.8
14580,Galway,ATHENRY,1.9
14581,Galway,ATHENRY,2.2
14582,Galway,ATHENRY,2.4
14583,Galway,ATHENRY,2.2
14584,Galway,ATHENRY,2.0
14585,Galway,ATHENRY,1.8
14586,Galway,ATHENRY,1.5
14587,Galway,ATHENRY,1.3
14588,Galway,ATHENRY,1.1
14589,Galway,ATHENRY,1.1
14590,Galway,ATHENRY,0.8
14591,Galway,ATHENRY,0.1
14592,Galway,ATHENRY,0.2
14593,Galway,ATHENRY,0.3
14594,Galway,ATHENRY,-0.0
14595,Galway,ATHENRY,0.1
14596,Galway,ATHENRY,-0.0
14597,Galway,ATHENRY,-0.0
14598,Galway,ATHENRY,-0.1
14599,Galway,ATHENRY,-0.0
14600,Galway,ATHENRY,0.3
14601,Galway,ATHENRY,0.9
14602,Galway,ATHENRY,1.2
14603,Galway,ATHENRY,1.9
14604,Galway,ATHENRY,2.2
14605,Galway,ATHENRY,2.5
14606,Galway,ATHENRY,2.5
14607,Galway,ATHENRY,2.4
14608,Galway,ATHENRY,2.0
14609,Galway,ATHENRY,1.4
14610,Galway,ATHENRY,0.7
14611,Galway,ATHENRY,0.3
14612,Galway,ATHENRY,-0.7
14613,Galway,ATHENRY,-0.5
14614,Galway,ATHENRY,-0.8
14615,Galway,ATHENRY,-1.0
14616,Galway,ATHENRY,-1.7
14617,Galway,ATHENRY,-1.1
14618,Galway,ATHENRY,-1.1
14619,Galway,ATHENRY,-1.9
14620,Galway,ATHENRY,-2.1
14621,Galway,ATHENRY,-2.9
14622,Galway,ATHENRY,-3.5
14623,Galway,ATHENRY,-3.3
14624,Galway,ATHENRY,-0.4
14625,Galway,ATHENRY,2.3
14626,Galway,ATHENRY,4.2
14627,Galway,ATHENRY,4.9
14628,Galway,ATHENRY,5.5
14629,Galway,ATHENRY,6.0
14630,Galway,ATHENRY,6.0
14631,Galway,ATHENRY,5.9
14632,Galway,ATHENRY,5.2
14633,Galway,ATHENRY,2.7
14634,Galway,ATHENRY,1.1
14635,Galway,ATHENRY,0.1
14636,Galway,ATHENRY,-0.8
14637,Galway,ATHENRY,-1.4
14638,Galway,ATHENRY,-2.4
14639,Galway,ATHENRY,-2.3
14640,Galway,ATHENRY,-2.5
14641,Galway,ATHENRY,-2.9
14642,Galway,ATHENRY,-3.5
14643,Galway,ATHENRY,-3.4
14644,Galway,ATHENRY,-4.5
14645,Galway,ATHENRY,-4.8
14646,Galway,ATHENRY,-3.8
14647,Galway,ATHENRY,-4.2
14648,Galway,ATHENRY,-1.5
14649,Galway,ATHENRY,0.8
14650,Galway,ATHENRY,4.3
14651,Galway,ATHENRY,5.3
14652,Galway,ATHENRY,6.1
14653,Galway,ATHENRY,6.8
14654,Galway,ATHENRY,7.3
14655,Galway,ATHENRY,7.2
14656,Galway,ATHENRY,6.6
14657,Galway,ATHENRY,3.6
14658,Galway,ATHENRY,1.7
14659,Galway,ATHENRY,0.9
14660,Galway,ATHENRY,0.5
14661,Galway,ATHENRY,0.0
14662,Galway,ATHENRY,-0.9
14663,Galway,ATHENRY,-2.2
14664,Galway,ATHENRY,-2.1
14665,Galway,ATHENRY,-2.4
14666,Galway,ATHENRY,-2.6
14667,Galway,ATHENRY,-2.2
14668,Galway,ATHENRY,-2.6
14669,Galway,ATHENRY,-2.2
14670,Galway,ATHENRY,-3.3
14671,Galway,ATHENRY,-2.4
14672,Galway,ATHENRY,-0.5
14673,Galway,ATHENRY,2.2
14674,Galway,ATHENRY,3.7
14675,Galway,ATHENRY,5.1
14676,Galway,ATHENRY,6.2
14677,Galway,ATHENRY,6.8
14678,Galway,ATHENRY,6.4
14679,Galway,ATHENRY,6.4
14680,Galway,ATHENRY,6.1
14681,Galway,ATHENRY,5.8
14682,Galway,ATHENRY,5.4
14683,Galway,ATHENRY,4.9
14684,Galway,ATHENRY,4.8
14685,Galway,ATHENRY,4.7
14686,Galway,ATHENRY,4.6
14687,Galway,ATHENRY,4.4
14688,Galway,ATHENRY,4.3
14689,Galway,ATHENRY,4.1
14690,Galway,ATHENRY,4.0
14691,Galway,ATHENRY,3.8
14692,Galway,ATHENRY,3.8
14693,Galway,ATHENRY,3.7
14694,Galway,ATHENRY,3.7
14695,Galway,ATHENRY,3.8
14696,Galway,ATHENRY,4.1
14697,Galway,ATHENRY,4.6
14698,Galway,ATHENRY,5.1
14699,Galway,ATHENRY,5.1
14700,Galway,ATHENRY,5.0
14701,Galway,ATHENRY,4.8
14702,Galway,ATHENRY,4.4
14703,Galway,ATHENRY,4.4
14704,Galway,ATHENRY,4.3
14705,Galway,ATHENRY,4.1
14706,Galway,ATHENRY,3.8
14707,Galway,ATHENRY,3.5
14708,Galway,ATHENRY,3.3
14709,Galway,ATHENRY,3.2
14710,Galway,ATHENRY,3.1
14711,Galway,ATHENRY,3.3
14712,Galway,ATHENRY,2.8
14713,Galway,ATHENRY,2.0
14714,Galway,ATHENRY,1.9
14715,Galway,ATHENRY,1.9
14716,Galway,ATHENRY,1.2
14717,Galway,ATHENRY,0.8
14718,Galway,ATHENRY,0.7
14719,Galway,ATHENRY,0.9
14720,Galway,ATHENRY,1.0
14721,Galway,ATHENRY,2.0
14722,Galway,ATHENRY,3.2
14723,Galway,ATHENRY,3.4
14724,Galway,ATHENRY,3.9
14725,Galway,ATHENRY,4.5
14726,Galway,ATHENRY,5.4
14727,Galway,ATHENRY,5.9
14728,Galway,ATHENRY,6.0
14729,Galway,ATHENRY,4.7
14730,Galway,ATHENRY,1.6
14731,Galway,ATHENRY,3.6
14732,Galway,ATHENRY,3.9
14733,Galway,ATHENRY,4.5
14734,Galway,ATHENRY,3.2
14735,Galway,ATHENRY,3.6
14736,Galway,ATHENRY,4.5
14737,Galway,ATHENRY,5.2
14738,Galway,ATHENRY,5.5
14739,Galway,ATHENRY,5.7
14740,Galway,ATHENRY,5.2
14741,Galway,ATHENRY,4.8
14742,Galway,ATHENRY,4.4
14743,Galway,ATHENRY,4.3
14744,Galway,ATHENRY,5.1
14745,Galway,ATHENRY,5.8
14746,Galway,ATHENRY,6.7
14747,Galway,ATHENRY,7.2
14748,Galway,ATHENRY,9.1
14749,Galway,ATHENRY,9.6
14750,Galway,ATHENRY,9.5
14751,Galway,ATHENRY,9.5
14752,Galway,ATHENRY,8.7
14753,Galway,ATHENRY,7.2
14754,Galway,ATHENRY,4.6
14755,Galway,ATHENRY,1.6
14756,Galway,ATHENRY,0.3
14757,Galway,ATHENRY,-0.4
14758,Galway,ATHENRY,-0.6
14759,Galway,ATHENRY,-0.9
14760,Galway,ATHENRY,0.4
14761,Galway,ATHENRY,0.9
14762,Galway,ATHENRY,1.9
14763,Galway,ATHENRY,1.3
14764,Galway,ATHENRY,-0.1
14765,Galway,ATHENRY,-1.5
14766,Galway,ATHENRY,-1.7
14767,Galway,ATHENRY,-1.6
14768,Galway,ATHENRY,0.9
14769,Galway,ATHENRY,3.8
14770,Galway,ATHENRY,5.1
14771,Galway,ATHENRY,6.0
14772,Galway,ATHENRY,7.3
14773,Galway,ATHENRY,7.9
14774,Galway,ATHENRY,7.3
14775,Galway,ATHENRY,6.6
14776,Galway,ATHENRY,6.1
14777,Galway,ATHENRY,4.2
14778,Galway,ATHENRY,3.7
14779,Galway,ATHENRY,1.4
14780,Galway,ATHENRY,1.1
14781,Galway,ATHENRY,2.7
14782,Galway,ATHENRY,2.7
14783,Galway,ATHENRY,3.3
14784,Galway,ATHENRY,3.0
14785,Galway,ATHENRY,2.9
14786,Galway,ATHENRY,2.6
14787,Galway,ATHENRY,2.5
14788,Galway,ATHENRY,2.8
14789,Galway,ATHENRY,2.9
14790,Galway,ATHENRY,2.7
14791,Galway,ATHENRY,2.8
14792,Galway,ATHENRY,3.9
14793,Galway,ATHENRY,5.7
14794,Galway,ATHENRY,5.8
14795,Galway,ATHENRY,6.0
14796,Galway,ATHENRY,6.6
14797,Galway,ATHENRY,8.2
14798,Galway,ATHENRY,8.1
14799,Galway,ATHENRY,7.3
14800,Galway,ATHENRY,6.9
14801,Galway,ATHENRY,5.7
14802,Galway,ATHENRY,3.8
14803,Galway,ATHENRY,2.7
14804,Galway,ATHENRY,2.3
14805,Galway,ATHENRY,3.0
14806,Galway,ATHENRY,2.9
14807,Galway,ATHENRY,2.8
14808,Galway,ATHENRY,2.6
14809,Galway,ATHENRY,2.8
14810,Galway,ATHENRY,2.8
14811,Galway,ATHENRY,2.9
14812,Galway,ATHENRY,2.6
14813,Galway,ATHENRY,2.7
14814,Galway,ATHENRY,2.8
14815,Galway,ATHENRY,2.9
14816,Galway,ATHENRY,3.6
14817,Galway,ATHENRY,4.0
14818,Galway,ATHENRY,4.7
14819,Galway,ATHENRY,5.1
14820,Galway,ATHENRY,5.2
14821,Galway,ATHENRY,5.5
14822,Galway,ATHENRY,5.5
14823,Galway,ATHENRY,5.4
14824,Galway,ATHENRY,5.2
14825,Galway,ATHENRY,5.2
14826,Galway,ATHENRY,5.3
14827,Galway,ATHENRY,5.5
14828,Galway,ATHENRY,5.4
14829,Galway,ATHENRY,4.9
14830,Galway,ATHENRY,4.4
14831,Galway,ATHENRY,3.5
14832,Galway,ATHENRY,2.2
14833,Galway,ATHENRY,3.2
14834,Galway,ATHENRY,3.4
14835,Galway,ATHENRY,3.2
14836,Galway,ATHENRY,1.7
14837,Galway,ATHENRY,1.1
14838,Galway,ATHENRY,-0.1
14839,Galway,ATHENRY,-0.2
14840,Galway,ATHENRY,1.6
14841,Galway,ATHENRY,3.8
14842,Galway,ATHENRY,6.4
14843,Galway,ATHENRY,6.6
14844,Galway,ATHENRY,7.1
14845,Galway,ATHENRY,8.4
14846,Galway,ATHENRY,9.3
14847,Galway,ATHENRY,9.3
14848,Galway,ATHENRY,9.0
14849,Galway,ATHENRY,8.4
14850,Galway,ATHENRY,7.7
14851,Galway,ATHENRY,6.7
14852,Galway,ATHENRY,6.0
14853,Galway,ATHENRY,5.4
14854,Galway,ATHENRY,5.3
14855,Galway,ATHENRY,5.3
14856,Galway,ATHENRY,5.2
14857,Galway,ATHENRY,5.2
14858,Galway,ATHENRY,5.3
14859,Galway,ATHENRY,5.5
14860,Galway,ATHENRY,5.7
14861,Galway,ATHENRY,5.9
14862,Galway,ATHENRY,6.1
14863,Galway,ATHENRY,6.2
14864,Galway,ATHENRY,6.6
14865,Galway,ATHENRY,7.0
14866,Galway,ATHENRY,7.3
14867,Galway,ATHENRY,8.4
14868,Galway,ATHENRY,9.0
14869,Galway,ATHENRY,9.0
14870,Galway,ATHENRY,9.2
14871,Galway,ATHENRY,9.5
14872,Galway,ATHENRY,9.3
14873,Galway,ATHENRY,8.9
14874,Galway,ATHENRY,8.6
14875,Galway,ATHENRY,8.3
14876,Galway,ATHENRY,7.9
14877,Galway,ATHENRY,7.7
14878,Galway,ATHENRY,7.6
14879,Galway,ATHENRY,7.7
14880,Galway,ATHENRY,7.7
14881,Galway,ATHENRY,7.7
14882,Galway,ATHENRY,7.7
14883,Galway,ATHENRY,7.6
14884,Galway,ATHENRY,7.6
14885,Galway,ATHENRY,7.8
14886,Galway,ATHENRY,7.8
14887,Galway,ATHENRY,8.0
14888,Galway,ATHENRY,8.1
14889,Galway,ATHENRY,8.8
14890,Galway,ATHENRY,9.4
14891,Galway,ATHENRY,9.8
14892,Galway,ATHENRY,9.8
14893,Galway,ATHENRY,9.8
14894,Galway,ATHENRY,9.3
14895,Galway,ATHENRY,9.2
14896,Galway,ATHENRY,9.1
14897,Galway,ATHENRY,8.9
14898,Galway,ATHENRY,8.8
14899,Galway,ATHENRY,8.7
14900,Galway,ATHENRY,8.4
14901,Galway,ATHENRY,8.4
14902,Galway,ATHENRY,8.3
14903,Galway,ATHENRY,8.4
14904,Galway,ATHENRY,8.6
14905,Galway,ATHENRY,8.5
14906,Galway,ATHENRY,8.4
14907,Galway,ATHENRY,8.8
14908,Galway,ATHENRY,8.6
14909,Galway,ATHENRY,8.7
14910,Galway,ATHENRY,9.0
14911,Galway,ATHENRY,9.2
14912,Galway,ATHENRY,9.5
14913,Galway,ATHENRY,9.9
14914,Galway,ATHENRY,11.1
14915,Galway,ATHENRY,11.6
14916,Galway,ATHENRY,12.7
14917,Galway,ATHENRY,13.7
14918,Galway,ATHENRY,13.4
14919,Galway,ATHENRY,13.4
14920,Galway,ATHENRY,12.8
14921,Galway,ATHENRY,12.0
14922,Galway,ATHENRY,10.6
14923,Galway,ATHENRY,10.5
14924,Galway,ATHENRY,8.6
14925,Galway,ATHENRY,8.0
14926,Galway,ATHENRY,8.2
14927,Galway,ATHENRY,8.8
14928,Galway,ATHENRY,9.0
14929,Galway,ATHENRY,9.2
14930,Galway,ATHENRY,9.1
14931,Galway,ATHENRY,9.2
14932,Galway,ATHENRY,9.0
14933,Galway,ATHENRY,9.2
14934,Galway,ATHENRY,9.1
14935,Galway,ATHENRY,8.7
14936,Galway,ATHENRY,9.9
14937,Galway,ATHENRY,10.1
14938,Galway,ATHENRY,10.2
14939,Galway,ATHENRY,11.5
14940,Galway,ATHENRY,12.2
14941,Galway,ATHENRY,13.1
14942,Galway,ATHENRY,9.5
14943,Galway,ATHENRY,8.7
14944,Galway,ATHENRY,7.8
14945,Galway,ATHENRY,6.8
14946,Galway,ATHENRY,6.3
14947,Galway,ATHENRY,6.0
14948,Galway,ATHENRY,5.7
14949,Galway,ATHENRY,5.4
14950,Galway,ATHENRY,5.2
14951,Galway,ATHENRY,5.0
14952,Galway,ATHENRY,4.8
14953,Galway,ATHENRY,4.7
14954,Galway,ATHENRY,4.6
14955,Galway,ATHENRY,4.5
14956,Galway,ATHENRY,4.4
14957,Galway,ATHENRY,4.3
14958,Galway,ATHENRY,4.0
14959,Galway,ATHENRY,3.7
14960,Galway,ATHENRY,3.9
14961,Galway,ATHENRY,4.2
14962,Galway,ATHENRY,4.2
14963,Galway,ATHENRY,4.0
14964,Galway,ATHENRY,4.3
14965,Galway,ATHENRY,4.5
14966,Galway,ATHENRY,4.9
14967,Galway,ATHENRY,3.7
14968,Galway,ATHENRY,3.5
14969,Galway,ATHENRY,3.0
14970,Galway,ATHENRY,2.5
14971,Galway,ATHENRY,1.7
14972,Galway,ATHENRY,1.7
14973,Galway,ATHENRY,1.1
14974,Galway,ATHENRY,0.6
14975,Galway,ATHENRY,0.0
14976,Galway,ATHENRY,-0.5
14977,Galway,ATHENRY,-1.1
14978,Galway,ATHENRY,-1.4
14979,Galway,ATHENRY,-1.6
14980,Galway,ATHENRY,-1.9
14981,Galway,ATHENRY,-2.2
14982,Galway,ATHENRY,-2.3
14983,Galway,ATHENRY,-1.4
14984,Galway,ATHENRY,-0.7
14985,Galway,ATHENRY,0.1
14986,Galway,ATHENRY,1.1
14987,Galway,ATHENRY,0.7
14988,Galway,ATHENRY,2.2
14989,Galway,ATHENRY,1.6
14990,Galway,ATHENRY,2.2
14991,Galway,ATHENRY,2.3
14992,Galway,ATHENRY,1.9
14993,Galway,ATHENRY,0.9
14994,Galway,ATHENRY,-0.4
14995,Galway,ATHENRY,-1.1
14996,Galway,ATHENRY,-1.5
14997,Galway,ATHENRY,-1.9
14998,Galway,ATHENRY,-2.0
14999,Galway,ATHENRY,-2.2
15000,Galway,ATHENRY,-2.5
15001,Galway,ATHENRY,-3.2
15002,Galway,ATHENRY,-3.2
15003,Galway,ATHENRY,-3.7
15004,Galway,ATHENRY,-3.8
15005,Galway,ATHENRY,-4.4
15006,Galway,ATHENRY,-6.2
15007,Galway,ATHENRY,-4.6
15008,Galway,ATHENRY,-1.8
15009,Galway,ATHENRY,1.5
15010,Galway,ATHENRY,2.8
15011,Galway,ATHENRY,3.1
15012,Galway,ATHENRY,4.0
15013,Galway,ATHENRY,5.4
15014,Galway,ATHENRY,5.9
15015,Galway,ATHENRY,5.7
15016,Galway,ATHENRY,5.6
15017,Galway,ATHENRY,5.5
15018,Galway,ATHENRY,4.4
15019,Galway,ATHENRY,3.1
15020,Galway,ATHENRY,2.6
